title,address,city,state,postal_code,price,facts and features,real estate provider,url
For Sale by Owner,72 N Pioneer Fork Rd,Salt Lake City,UT,84108,"$619,900 ","4 bds , 4 ba , 3,009 sqft",,https://www.zillow.com/homedetails/72-N-Pioneer-Fork-Rd-Salt-Lake-City-UT-84108/2090905872_zpid/
House For Sale,1423 S Canterbury E Dr,Salt Lake City,UT,84108,"$699,000 ","5 bds , 3 ba , 3,562 sqft",Coldwell Banker Residential Brkg - South Valley,https://www.zillow.com/homedetails/1423-S-Canterbury-E-Dr-Salt-Lake-City-UT-84108/2090816743_zpid/
House For Sale,2020 E Herbert Ave,SALT LAKE CITY,UT,84108,"$729,000 ","4 bds , 3 ba , 2,595 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2020-E-Herbert-Ave-Salt-Lake-City-UT-84108/12762465_zpid/
House For Sale,2075 E Kensington Ave,SALT LAKE CITY,UT,84108,"$829,000 ","5 bds , 3 ba , 4,025 sqft",,https://www.zillow.com/homedetails/2075-E-Kensington-Ave-Salt-Lake-City-UT-84108/12764353_zpid/
House For Sale,1423 S Canterbury Dr,SALT LAKE CITY,UT,84108,"$699,000 ","5 bds , 3 ba , 3,562 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/1423-S-Canterbury-Dr-Salt-Lake-City-UT-84108/12763904_zpid/
House For Sale,2926 E Crestview Dr,SALT LAKE CITY,UT,84108,"$939,000 ","4 bds , 4 ba , 4,540 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/2926-E-Crestview-Dr-Salt-Lake-City-UT-84108/12763525_zpid/
Condo For Sale,3000 E Kennedy Dr APT 16,Salt Lake City,UT,84108,"$319,000 ","3 bds , 3 ba , 1,387 sqft",Realtypath LLC - Executives,https://www.zillow.com/homedetails/3000-E-Kennedy-Dr-APT-16-Salt-Lake-City-UT-84108/12763216_zpid/
Condo For Sale,2011 S 2100 E APT 200,SALT LAKE CITY,UT,84108,"$539,900 ","3 bds , 3 ba , 2,581 sqft",,https://www.zillow.com/homedetails/2011-S-2100-E-APT-200-Salt-Lake-City-UT-84108/89430451_zpid/
Condo For Sale,895 S Donner Cir UNIT A,SALT LAKE CITY,UT,84108,"$549,900 ","3 bds , 3 ba , 2,831 sqft",,https://www.zillow.com/homedetails/895-S-Donner-Cir-UNIT-A-Salt-Lake-City-UT-84108/12763222_zpid/
Condo For Sale,3125 E Kennedy S Dr # 106,Salt Lake City,UT,84108,"$419,000 ","3 bds , 2 ba , 1,411 sqft",Coldwell Banker Residential Brokerage - New Park,https://www.zillow.com/homedetails/3125-E-Kennedy-S-Dr-106-Salt-Lake-City-UT-84108/2091048191_zpid/
Lot/Land For Sale,978 N Pinecrest Canyon E Rd,Salt Lake City,UT,84108,"$60,000 ",1.24 ac lot,IMPOWER REAL ESTATE (UNITY),https://www.zillow.com/homedetails/978-N-Pinecrest-Canyon-E-Rd-Salt-Lake-City-UT-84108/2092572977_zpid/
Condo For Sale,2726 E Wasatch Dr UNIT 1,SALT LAKE CITY,UT,84108,"$1,000,000 ","2 bds , 3 ba , 4,804 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/2726-E-Wasatch-Dr-UNIT-1-Salt-Lake-City-UT-84108/124781064_zpid/
House For Sale,5395 E Pioneer Fork Rd,SALT LAKE CITY,UT,84108,"$1,049,900 ","5 bds , 5 ba , 8,430 sqft","Utah Select Realty, Inc.",https://www.zillow.com/homedetails/5395-E-Pioneer-Fork-Rd-Salt-Lake-City-UT-84108/12722445_zpid/
House For Sale,5250 E Pioneer Fork Rd,Emigration Canyon,UT,84108,"$995,000 ","5 bds , 5 ba , 5,408 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/5250-E-Pioneer-Fork-Rd-Emigration-Canyon-UT-84108/2097376130_zpid/
House For Sale,5350 E Pioneer Fork Rd,SALT LAKE CITY,UT,84108,"$1,295,000 ","7 bds , 5 ba , 8,079 sqft",,https://www.zillow.com/homedetails/5350-E-Pioneer-Fork-Rd-Salt-Lake-City-UT-84108/12722502_zpid/
Condo For Sale,925 S Donner Way APT 3300,SALT LAKE CITY,UT,84108,"$429,000 ","2 bds , 2 ba , 1,617 sqft",,https://www.zillow.com/homedetails/925-S-Donner-Way-APT-3300-Salt-Lake-City-UT-84108/83828429_zpid/
Condo For Sale,1018 S Oak Hills Way,SALT LAKE CITY,UT,84108,"$829,900 ","4 bds , 3 ba , 4,330 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/1018-S-Oak-Hills-Way-Salt-Lake-City-UT-84108/12763313_zpid/
Lot/Land For Sale,371 S Got Teeth Ln,Salt Lake City,UT,84108,"$175,000 ",1.12 ac lot,,https://www.zillow.com/homedetails/371-S-Got-Teeth-Ln-Salt-Lake-City-UT-84108/12752657_zpid/
House For Sale,730 N Emigration Estates Rd,SALT LAKE CITY,UT,84108,"$970,000 ","5 bds , 5 ba , 6,500 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/730-N-Emigration-Estates-Rd-Salt-Lake-City-UT-84108/12722424_zpid/
New Construction,1922 E Wilson Ave,SALT LAKE CITY,UT,84108,"$925,000 ","3 bds , 4 ba , 3,948 sqft",Utah Real Estate,https://www.zillow.com/homedetails/1922-E-Wilson-Ave-Salt-Lake-City-UT-84108/12768474_zpid/
Lot/Land For Sale,310 S Maryfield Dr,Salt Lake City,UT,84108,"$179,500 ",0.66 ac lot,Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/310-S-Maryfield-Dr-Salt-Lake-City-UT-84108/2092664360_zpid/
Condo For Sale,940 S Donner Way APT 380,SALT LAKE CITY,UT,84108,"$399,000 ","2 bds , 2 ba , 1,810 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/940-S-Donner-Way-APT-380-Salt-Lake-City-UT-84108/12763140_zpid/
New Construction,664 N Snowberry Ln,Salt Lake City,UT,84108,"$2,150,000 ",13.4 ac lot,Summit Sotheby's International Realty,https://www.zillow.com/homedetails/664-N-Snowberry-Ln-Salt-Lake-City-UT-84108/2100601047_zpid/
Lot/Land For Sale,1475 N Pinecrest Canyon Rd,Emigration Canyon,UT,84108,"$240,000 ",40.0 ac lot,Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1475-N-Pinecrest-Canyon-Rd-Emigration-Canyon-UT-84108/2101742437_zpid/
Lot/Land For Sale,3070 E Kennedy Dr,Salt Lake City,UT,84108,"$399,000 ",1.97 ac lot,Salt Lake Investment Real Estate Co.,https://www.zillow.com/homedetails/3070-E-Kennedy-Dr-Salt-Lake-City-UT-84108/2091181092_zpid/
Lot/Land For Sale,4700 E Emigration Canyon Rd,Emigration Canyon,UT,84108,"$315,900 ",87.1 ac lot,,https://www.zillow.com/homedetails/4700-E-Emigration-Canyon-Rd-Emigration-Canyon-UT-84108/2100086942_zpid/
Lot/Land For Sale,692 N Snowberry Ln,Emigration Canyon,UT,84108,"$580,000 ",3.83 ac lot,Summit Sotheby's International Realty,https://www.zillow.com/homedetails/692-N-Snowberry-Ln-Emigration-Canyon-UT-84108/2095355690_zpid/
Lot/Land For Sale,6146 E Last Monument Cir,Salt Lake City,UT,84108,"$295,000 ",1.71 ac lot,Powder Beach Realty,https://www.zillow.com/homedetails/6146-E-Last-Monument-Cir-Salt-Lake-City-UT-84108/2099509796_zpid/
Lot/Land For Sale,2600 N Pinecrest Canyon E Rd,Emigration Canyon,UT,84108,"$2,010,000 ",335.2 ac lot,Coldwell Banker Residential Brokerage-Salt Lake,https://www.zillow.com/homedetails/2600-N-Pinecrest-Canyon-E-Rd-Emigration-Canyon-UT-84108/2092012455_zpid/
Lot/Land For Sale,5729 E Pioneer Fork Rd,Emigration Canyon,UT,84108,"$215,000 ",2.76 ac lot,Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/5729-E-Pioneer-Fork-Rd-Emigration-Canyon-UT-84108/2093789034_zpid/
Lot/Land For Sale,627 N. Snowberry Ln.,salt lake city,UT,84108,"$695,000 ",9.53 ac lot,Summit Sotheby's International Realty,https://www.zillow.com/homedetails/627-N-Snowberry-Ln-Salt-Lake-City-UT-84108/2103932798_zpid/
Lot/Land For Sale,2600 N Pinecrest Canyon Rd E,Emigration Canyon,UT,84108,"$2,010,000 ",335.2 ac lot,Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/2600-N-Pinecrest-Canyon-Rd-E-Emigration-Canyon-UT-84108/2101742436_zpid/
Lot/Land For Sale,1956 N Pinecrest Canyon Rd,Emigration Canyon,UT,84108,"$866,400 ",144.4 ac lot,Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/1956-N-Pinecrest-Canyon-Rd-Emigration-Canyon-UT-84108/2101742438_zpid/
House For Sale,2735 E Louise Ave,SALT LAKE CITY,UT,84109,"$449,000 ","4 bds , 2 ba , 2,128 sqft",,https://www.zillow.com/homedetails/2735-E-Louise-Ave-Salt-Lake-City-UT-84109/12780404_zpid/
House For Sale,2871 E 3400 S,SALT LAKE CITY,UT,84109,"$579,000 ","4 bds , 2 ba , 2,680 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/2871-E-3400-S-Salt-Lake-City-UT-84109/12781230_zpid/
House For Sale,3485 S Santa Rosa Dr,Millcreek,UT,84109,"$615,000 ","4 bds , 3 ba , 2,884 sqft",CENTURY 21 Everest Realty Group,https://www.zillow.com/homedetails/3485-S-Santa-Rosa-Dr-Millcreek-UT-84109/2090374649_zpid/
House For Sale,2446 S Wilshire Dr,SALT LAKE CITY,UT,84109,"$749,000 ","3 bds , 3 ba , 2,915 sqft",,https://www.zillow.com/homedetails/2446-S-Wilshire-Dr-Salt-Lake-City-UT-84109/12779829_zpid/
House For Sale,2408 E 2900 S,SALT LAKE CITY,UT,84109,"$549,000 ","4 bds , 3 ba , 2,400 sqft",REDFIN CORPORATION,https://www.zillow.com/homedetails/2408-E-2900-S-Salt-Lake-City-UT-84109/12782290_zpid/
House For Sale,2117 S 2200 E,SALT LAKE CITY,UT,84109,"$995,000 ","4 bds , 4 ba , 3,854 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/2117-S-2200-E-Salt-Lake-City-UT-84109/12778433_zpid/
House For Sale,2346 S Parleys Cir,SALT LAKE CITY,UT,84109,"$725,000 ","6 bds , 4 ba , 3,866 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/2346-S-Parleys-Cir-Salt-Lake-City-UT-84109/12778591_zpid/
House For Sale,3664 Oak Rim Way,Salt Lake City,UT,84109,"$519,000 ","3 bds , 3 ba , 2,927 sqft",,https://www.zillow.com/homedetails/3664-Oak-Rim-Way-Salt-Lake-City-UT-84109/2140352075_zpid/
House For Sale,3376 S Crestbrook E Ln,Millcreek,UT,84109,"$559,000 ","5 bds , 2 ba , 2,466 sqft",Powell & Company Real Estate,https://www.zillow.com/homedetails/3376-S-Crestbrook-E-Ln-Millcreek-UT-84109/2090480893_zpid/
House For Sale,2666 E Mount Crest Dr,Millcreek,UT,84109,"$639,000 ","6 bds , 3 ba , 4,245 sqft",ALLEN & ASSOCIATES,https://www.zillow.com/homedetails/2666-E-Mount-Crest-Dr-Millcreek-UT-84109/2090447259_zpid/
House For Sale,3461 S Cummings Rd,SALT LAKE CITY,UT,84109,"$949,900 ","5 bds , 5 ba , 6,073 sqft",RealtyONE Group Signature,https://www.zillow.com/homedetails/3461-S-Cummings-Rd-Salt-Lake-City-UT-84109/72627982_zpid/
House For Sale,2551 E 3300 S,SALT LAKE CITY,UT,84109,"$399,900 ","3 bds , 1 ba , 1,830 sqft",REALTYPATH (PREFERRED),https://www.zillow.com/homedetails/2551-E-3300-S-Salt-Lake-City-UT-84109/12783215_zpid/
Lot/Land For Sale,3382 S Crestbrook E Ln,Millcreek,UT,84109,"$329,000 ",0.31 ac lot,Powell & Company Real Estate,https://www.zillow.com/homedetails/3382-S-Crestbrook-E-Ln-Millcreek-UT-84109/2090480896_zpid/
Lot/Land For Sale,2551 E 3300 S,Millcreek,UT,84109,"$399,900 ",0.31 ac lot,REALTYPATH (PREFERRED),https://www.zillow.com/homedetails/2551-E-3300-S-Millcreek-UT-84109/2092329163_zpid/
House For Sale,2807 S Connor St,SALT LAKE CITY,UT,84109,"$775,000 ","5 bds , 4 ba , 3,019 sqft",cityhome COLLECTIVE,https://www.zillow.com/homedetails/2807-S-Connor-St-Salt-Lake-City-UT-84109/89423082_zpid/
House For Sale,3373 E Santa Rosa Ave # 3325,Salt Lake City,UT,84109,"$387,500 ","4 bds , 2 ba , 2,766 sqft",,https://www.zillow.com/homedetails/3373-E-Santa-Rosa-Ave-3325-Salt-Lake-City-UT-84109/2090504220_zpid/
House For Sale,2745 E 3100 S,Millcreek,UT,84109,"$484,999 ","5 bds , 3 ba , 2,775 sqft",Realtypath LLC - Platinum,https://www.zillow.com/homedetails/2745-E-3100-S-Millcreek-UT-84109/2097899585_zpid/
House For Sale,3386 S Crestwood Dr,SALT LAKE CITY,UT,84109,"$825,000 ","4 bds , 3 ba , 3,417 sqft",RE/MAX RESULTS,https://www.zillow.com/homedetails/3386-S-Crestwood-Dr-Salt-Lake-City-UT-84109/12780299_zpid/
House For Sale,3139 S 2600 E,SALT LAKE CITY,UT,84109,"$980,000 ","4 bds , 4 ba , 4,242 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/3139-S-2600-E-Salt-Lake-City-UT-84109/111676295_zpid/
House For Sale,3697 S Choke Cherry E Dr,Salt Lake City,UT,84109,"$1,350,000 ","5 bds , 6 ba , 6,055 sqft",RANLife Real Estate,https://www.zillow.com/homedetails/3697-S-Choke-Cherry-E-Dr-Salt-Lake-City-UT-84109/2100556141_zpid/
House For Sale,3657 S 2455 E,SALT LAKE CITY,UT,84109,"$660,000 ","3 bds , 3 ba , 2,954 sqft",FLEX REALTY,https://www.zillow.com/homedetails/3657-S-2455-E-Salt-Lake-City-UT-84109/12793944_zpid/
House For Sale,2795 E Evergreen Ave,SALT LAKE CITY,UT,84109,"$330,000 ","3 bds , 1 ba , 1,025 sqft",Coldwell Banker Residential Brokerage - Provo-Orem & Sundance,https://www.zillow.com/homedetails/2795-E-Evergreen-Ave-Salt-Lake-City-UT-84109/12781246_zpid/
House For Sale,3714 S Laurelcrest Dr,SALT LAKE CITY,UT,84109,"$445,000 ","3 bds , 2 ba , 2,000 sqft","The Group Real Estate, LLC",https://www.zillow.com/homedetails/3714-S-Laurelcrest-Dr-Salt-Lake-City-UT-84109/12795386_zpid/
Condo For Sale,2665 E Parleys Way APT 310,SALT LAKE CITY,UT,84109,"$630,000 ","2 bds , 3 ba , 2,065 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/2665-E-Parleys-Way-APT-310-Salt-Lake-City-UT-84109/72630580_zpid/
Condo For Sale,3000 S Connor St UNIT 22,SALT LAKE CITY,UT,84109,"$829,000 ","3 bds , 3 ba , 4,356 sqft","The Group Real Estate, LLC",https://www.zillow.com/homedetails/3000-S-Connor-St-UNIT-22-Salt-Lake-City-UT-84109/12782047_zpid/
Lot/Land For Sale,7343 E Panorama Rd,Salt Lake City,UT,84109,"$79,900 ",2.18 ac lot,Summit Sotheby's International Realty,https://www.zillow.com/homedetails/7343-E-Panorama-Rd-Salt-Lake-City-UT-84109/2092317916_zpid/
House For Sale,6576 E Millcreek Canyon Rd # 37,Salt Lake City,UT,84109,"$250,000 ","3 bds , 1 ba , 1,600 sqft","The Group Real Estate, LLC",https://www.zillow.com/homedetails/6576-E-Millcreek-Canyon-Rd-37-Salt-Lake-City-UT-84109/2092587480_zpid/
Lot/Land For Sale,1960 S Mount Aire Rd,Salt Lake City,UT,84109,"$4,495,000 ",653.5 ac lot,Engel & Volkers Park City,https://www.zillow.com/homedetails/1960-S-Mount-Aire-Rd-Salt-Lake-City-UT-84109/2110434240_zpid/
House For Sale,2788 E 2850 S,SALT LAKE CITY,UT,84109,"$389,000 ","4 bds , 2 ba , 1,690 sqft",Coldwell Banker Residential Brokerage - Park City Newpark,https://www.zillow.com/homedetails/2788-E-2850-S-Salt-Lake-City-UT-84109/12780364_zpid/
For Sale by Owner,3481 S Monte Verde Dr,SALT LAKE CITY,UT,84109,"$774,888 ","4 bds , 4 ba , 3,306 sqft",,https://www.zillow.com/homedetails/3481-S-Monte-Verde-Dr-Salt-Lake-City-UT-84109/12796445_zpid/
House For Sale,2255 S Oneida St,Salt Lake City,UT,84109,"$995,000 ","4 bds , 5 ba , 6,127 sqft",Coldwell Banker Residential Brokerage - Salt Lake - Sugar House,https://www.zillow.com/homedetails/2255-S-Oneida-St-Salt-Lake-City-UT-84109/2091843238_zpid/
New Construction,3242 S 2000 E # 3,Millcreek,UT,84109,"$775,000 ","3 bds , 3 ba , 3,576 sqft",,https://www.zillow.com/homedetails/3242-S-2000-E-3-Millcreek-UT-84109/2095399148_zpid/
For Sale by Owner,3547 S 2300 E,Slc,UT,84109,"$460,000 ","4 bds , 3 ba , 3,388 sqft",,https://www.zillow.com/homedetails/3547-S-2300-E-Slc-UT-84109/2091685987_zpid/
House For Sale,2591 E Gregson Ave,SALT LAKE CITY,UT,84109,"$300,000 ","5 bds , 2 ba , 2,408 sqft",,https://www.zillow.com/homedetails/2591-E-Gregson-Ave-Salt-Lake-City-UT-84109/12782643_zpid/
Lot/Land For Sale,2048 E 3035 S,Millcreek,UT,84109,"$257,000 ","9,147 sqft lot",,https://www.zillow.com/homedetails/2048-E-3035-S-Millcreek-UT-84109/2091921938_zpid/
House For Sale,3676 S Craig E Cir,Salt Lake City,UT,84109,"$869,000 ","4 bds , 3 ba , 3,420 sqft",Investment Realty Advisors LLC,https://www.zillow.com/homedetails/3676-S-Craig-E-Cir-Salt-Lake-City-UT-84109/2099357644_zpid/
Lot/Land For Sale,3770 E Astro Way,Millcreek,UT,84109,"$299,000 ",0.40 ac lot,National E-Realty,https://www.zillow.com/homedetails/3770-E-Astro-Way-Millcreek-UT-84109/2091442617_zpid/
House For Sale,3196 E Millcreek Canyon Rd,Salt Lake City,UT,84109,"$949,900 ","5 bds , 6 ba , 4,920 sqft",Coldwell Banker Residential Brokerage - South Valley,https://www.zillow.com/homedetails/3196-E-Millcreek-Canyon-Rd-Salt-Lake-City-UT-84109/2092410194_zpid/
House For Sale,3547 S 2300 E,SALT LAKE CITY,UT,84109,"$460,000 ","4 bds , 3 ba , 3,388 sqft","BANGERTER REAL ESTATE, LLC",https://www.zillow.com/homedetails/3547-S-2300-E-Salt-Lake-City-UT-84109/12793746_zpid/
House For Sale,2183 S Pratt Loop Rd,Salt Lake City,UT,84109,"$399,990 ","2 bds , 3 ba , 1,776 sqft",,https://www.zillow.com/homedetails/2183-S-Pratt-Loop-Rd-Salt-Lake-City-UT-84109/2097669238_zpid/
Lot/Land For Sale,5500 E I Eighty Fwy,Salt Lake City,UT,84109,"$1,750,000 ",578.6 ac lot,Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/5500-E-I-Eighty-Fwy-Salt-Lake-City-UT-84109/2090818996_zpid/
New Construction,2986 S Dream Weaver E Cv # 103,Millcreek,UT,84109,"$985,000 ","3 bds , 3 ba , 5,249 sqft","LF Realty, LLC",https://www.zillow.com/homedetails/2986-S-Dream-Weaver-E-Cv-103-Millcreek-UT-84109/2092616435_zpid/
House For Sale,3849 S 2035 E,SALT LAKE CITY,UT,84109,"$609,900 ","4 bds , 3 ba , 3,777 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/3849-S-2035-E-Salt-Lake-City-UT-84109/12794124_zpid/
New Construction,2994 S Dream Weaver E Cv # 104,Millcreek,UT,84109,"$955,000 ","4 bds , 4 ba , 5,010 sqft","LF Realty, LLC",https://www.zillow.com/homedetails/2994-S-Dream-Weaver-E-Cv-104-Millcreek-UT-84109/2091699624_zpid/
House For Sale,2975 S Gloria E St,Millcreek,UT,84109,"$365,000 ","3 bds , 2 ba , 1,348 sqft",Chapman Richards & Associates,https://www.zillow.com/homedetails/2975-S-Gloria-E-St-Millcreek-UT-84109/2092098930_zpid/
Lot/Land For Sale,3581 E Millcreek Rd,Salt Lake City,UT,84109,"$339,900 ",0.54 ac lot,McOmber Team Real Estate,https://www.zillow.com/homedetails/3581-E-Millcreek-Rd-Salt-Lake-City-UT-84109/2110580625_zpid/
House For Sale,1051 S Denver E St,Salt Lake City,UT,84111,"$335,750 ","3 bds , 2 ba , 2,028 sqft",Equity Real Estate - Solid,https://www.zillow.com/homedetails/1051-S-Denver-E-St-Salt-Lake-City-UT-84111/2090396801_zpid/
House For Sale,834 S Blair St,SALT LAKE CITY,UT,84111,"$269,900 ","2 bds , 1 ba , 1,099 sqft",,https://www.zillow.com/homedetails/834-S-Blair-St-Salt-Lake-City-UT-84111/12757000_zpid/
Condo For Sale,230 East Broadway APT 905,Salt Lake City,UT,84111,"$329,000 ","2 bds , 2 ba , 931 sqft",RE/MAX OVERLAND,https://www.zillow.com/homedetails/230-East-Broadway-APT-905-Salt-Lake-City-UT-84111/89423775_zpid/
House For Sale,420 E Van Ness Pl,SALT LAKE CITY,UT,84111,"$275,000 ","3 bds , 2 ba , 1,070 sqft",,https://www.zillow.com/homedetails/420-E-Van-Ness-Pl-Salt-Lake-City-UT-84111/12757083_zpid/
Condo For Sale,550 S 400 E APT 3310,SALT LAKE CITY,UT,84111,"$175,000 ","1 bd , 1 ba , 684 sqft",Coldwell Banker Residential Brokerage - Union Heights,https://www.zillow.com/homedetails/550-S-400-E-APT-3310-Salt-Lake-City-UT-84111/12756087_zpid/
House For Sale,124 E Harvard Ave,SALT LAKE CITY,UT,84111,"$299,900 ","2 bds , 1 ba , 1,270 sqft",Mountain Land Realty,https://www.zillow.com/homedetails/124-E-Harvard-Ave-Salt-Lake-City-UT-84111/12757398_zpid/
House For Sale,1055 S 200 E E St,Salt Lake City,UT,84111,"$330,000 ","4 bds , 3 ba , 1,309 sqft",Equity Real Estate - Premier Elite Branch,https://www.zillow.com/homedetails/1055-S-200-E-E-St-Salt-Lake-City-UT-84111/2090690086_zpid/
Condo For Sale,29 S State St APT 212,SALT LAKE CITY,UT,84111,"$699,000 ","3 bds , 4 ba , 2,080 sqft",Summit Sotheby's International Realty,https://www.zillow.com/homedetails/29-S-State-St-APT-212-Salt-Lake-City-UT-84111/12755441_zpid/
Condo For Sale,268 S State St APT 415,SALT LAKE CITY,UT,84111,"$865,000 ","2 bds , 3 ba , 2,086 sqft",cityhome COLLECTIVE,https://www.zillow.com/homedetails/268-S-State-St-APT-415-Salt-Lake-City-UT-84111/61167562_zpid/
Condo For Sale,530 S 400 E APT 2107,SALT LAKE CITY,UT,84111,"$249,000 ","2 bds , 2 ba , 896 sqft",Carey & Company Real  Estate,https://www.zillow.com/homedetails/530-S-400-E-APT-2107-Salt-Lake-City-UT-84111/12756012_zpid/
House For Sale,239 E Hampton Ave,SALT LAKE CITY,UT,84111,"$349,900 ","3 bds , 1 ba , 1,547 sqft",,https://www.zillow.com/homedetails/239-E-Hampton-Ave-Salt-Lake-City-UT-84111/12757515_zpid/
Condo For Sale,731 S 300 E APT B101,Salt Lake City,UT,84111,"$109,000 ","2 bds , 1 ba , 649 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/731-S-300-E-APT-B101-Salt-Lake-City-UT-84111/2108325275_zpid/
House For Sale,41 E Kelsey Ave,Salt Lake City,UT,84111,"$219,999 ","2 bds , 1 ba , 1,251 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/41-E-Kelsey-Ave-Salt-Lake-City-UT-84111/2093590223_zpid/
House For Sale,118 E Yale Ave,SALT LAKE CITY,UT,84111,"$259,000 ","2 bds , 1 ba , 1,322 sqft",cityhome COLLECTIVE,https://www.zillow.com/homedetails/118-E-Yale-Ave-Salt-Lake-City-UT-84111/12757364_zpid/
Condo For Sale,731 S 300 E APT B103,Salt Lake City,UT,84111,"$90,000 ","1 bd , 1 ba , 570 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/731-S-300-E-APT-B103-Salt-Lake-City-UT-84111/2090816744_zpid/
Condo For Sale,732 S 400 E APT J103,Salt Lake City,UT,84111,"$90,000 ","1 bd , 1 ba , 570 sqft",Coldwell Banker Residential Brokerage - The Salt Lake-Avenues Office,https://www.zillow.com/homedetails/732-S-400-E-APT-J103-Salt-Lake-City-UT-84111/2090816747_zpid/
For Sale by Owner,326 E Stanton Ave,SALT LAKE CITY,UT,84111,"$326,000 ","2 bds , 1 ba , 1,000 sqft",,https://www.zillow.com/homedetails/326-E-Stanton-Ave-Salt-Lake-City-UT-84111/12755874_zpid/
New Construction,1225 E Wolf Hollow S Ln # 404,Salt Lake City,UT,84114,"$449,900 ","4 bds , 3 ba , 2,153 sqft",The Tollstrup Group,https://www.zillow.com/homedetails/1225-E-Wolf-Hollow-S-Ln-404-Salt-Lake-City-UT-84114/2090543390_zpid/
